PMID,Title,Abstract,MeSH,orig_precision_medicine,orig_diabetes,orig_source_population,orig_primary_study,pubmed_source_population,pmid,title,gpt_precision_medicine,gpt_diabetes,gpt_primary_study,gpt_source_population,Unnamed: 6,source_population_match
9157089,An association in non-insulin-dependent diabetes mellitus subjects between susceptibility to retinopathy and tumor necrosis factor polymorphism,,"Alleles, Autoimmune Diseases, Chromosomes, Human, Pair 6, Diabetes Mellitus, Type 2, Diabetic Retinopathy, Genotype, Humans, India, Macula Lutea, Microsatellite Repeats, Myocardial Ischemia, Polymorphism, Genetic, Tumor Necrosis Factor-alpha",yes,yes,sa,yes,SA,9157089.0, An association in non-insulin-dependent diabetes mellitus subjects between susceptibility to retinopathy and tumor necrosis factor polymorphism ,yes,yes,yes,not specified,,False
24063630,Genetic variants associated with fasting glucose and insulin concentrations in an ethnically diverse population: results from the Population Architecture using Genomics and Epidemiology (PAGE) study,"Multiple genome-wide association studies (GWAS) within European populations have implicated common genetic variants associated with insulin and glucose concentrations. In contrast, few studies have been conducted within minority groups, which carry the highest burden of impaired glucose homeostasis and type 2 diabetes in the U.S.As part of the 'Population Architecture using Genomics and Epidemiology (PAGE) Consortium, we investigated the association of up to 10 GWAS-identified single nucleotide polymorphisms (SNPs) in 8 genetic regions with glucose or insulin concentrations in up to 36,579 non-diabetic subjects including 23,323 European Americans (EA) and 7,526 African Americans (AA), 3,140 Hispanics, 1,779 American Indians (AI), and 811 Asians. We estimated the association between each SNP and fasting glucose or log-transformed fasting insulin, followed by meta-analysis to combine results across PAGE sites.Overall, our results show that 9/9 GWAS SNPs are associated with glucose in EA (p = 0.04 to 9 × 10-15), versus 3/9 in AA (p= 0.03 to 6 × 10-5), 3/4 SNPs in Hispanics, 2/4 SNPs in AI, and 1/2 SNPs in Asians. For insulin we observed a significant association with rs780094/GCKR in EA, Hispanics and AI only.Generalization of results across multiple racial/ethnic groups helps confirm the relevance of some of these loci for glucose and insulin metabolism. Lack of association in non-EA groups may be due to insufficient power, or to unique patterns of linkage disequilibrium.","Adaptor Proteins, Signal Transducing, Adult, Aged, Alleles, Asian People, Black or African American, Blood Glucose, Diabetes Mellitus, Type 2, Female, Gene Frequency, Genetic Loci, Genome-Wide Association Study, Genomics, Hispanic or Latino, Humans, Indians, North American, Insulin, Male, Middle Aged, Polymorphism, Single Nucleotide, Transcription Factor 7-Like 2 Protein, White People",yes,yes,"na, ssa, ea, we",yes,SA,24063630.0, Genetic variants associated with fasting glucose and insulin concentrations in an ethnically diverse population: results from the Population Architecture using Genomics and Epidemiology (PAGE) study ,yes,yes,yes,Unknown,,False
23029454,A single nucleotide polymorphism within DUSP9 is associated with susceptibility to type 2 diabetes in a Japanese population,"The DUSP9 locus on chromosome X was identified as a susceptibility locus for type 2 diabetes in a meta-analysis of European genome-wide association studies (GWAS), and GWAS in South Asian populations identified 6 additional single nucleotide polymorphism (SNP) loci for type 2 diabetes. However, the association of these loci with type 2 diabetes have not been examined in the Japanese. We performed a replication study to investigate the association of these 7 susceptibility loci with type 2 diabetes in the Japanese population.We genotyped 11,319 Japanese participants (8,318 with type 2 diabetes and 3,001 controls) for each of the 7 SNPs-rs5945326 near DUSP9, rs3923113 near GRB14, rs16861329 in ST6GAL1, rs1802295 in VPS26A, rs7178572 in HMG20A, rs2028299 near AP3S2, and rs4812829 in HNF4A-and examined the association of each of these 7 SNPs with type 2 diabetes by using logistic regression analysis.All SNPs had the same direction of effect (odds ratio [OR]>1.0) as in the original reports. One SNP, rs5945326 near DUSP9, was significantly associated with type 2 diabetes at a genome-wide significance level (pâ€Š=â€Š2.21Ã—10(-8); OR 1.39, 95% confidence interval [CI]: 1.24-1.56). The 6 SNPs derived from South Asian GWAS were not significantly associated with type 2 diabetes in the Japanese population by themselves (pâ‰¥0.007). However, a genetic risk score constructed from 6 South Asian GWAS derived SNPs was significantly associated with Japanese type 2 diabetes (pâ€Š=â€Š8.69Ã—10(-4), OR â€Š=â€Š1.06. 95% CI; 1.03-1.10).These results indicate that the DUSP9 locus is a common susceptibility locus for type 2 diabetes across different ethnicities, and 6 loci identified in South Asian GWAS also have significant effect on susceptibility to Japanese type 2 diabetes.","Aged, Asian People, Case-Control Studies, Chromosomes, Human, X, Diabetes Mellitus, Type 2, Dual-Specificity Phosphatases, Female, Genetic Loci, Genetic Predisposition to Disease, Genome-Wide Association Study, Humans, Japan, Male, Middle Aged, Mitogen-Activated Protein Kinase Phosphatases, Molecular Typing, Polymorphism, Single Nucleotide, Risk, White People",yes,yes,sa,yes,SA,23029454.0, A single nucleotide polymorphism within DUSP9 is associated with susceptibility to type 2 diabetes in a Japanese population ,yes,yes,yes,ea,,False
19795399,Genome-wide linkage scans for type 2 diabetes mellitus in four ethnically diverse populations-significant evidence for linkage on chromosome 4q in African Americans: the Family Investigation of Nephropathy and Diabetes Research Group,,"Adult, Aged, Black or African American, Chromosome Mapping, Chromosomes, Human, Pair 4, Diabetes Mellitus, Type 2, Family, Female, Genetic Linkage, Genetic Predisposition to Disease, Genome-Wide Association Study, Humans, Male, Middle Aged, Polymorphism, Single Nucleotide, Population Groups, Statistics as Topic",yes,yes,"na, ssa, lac, we",yes,SA,19795399.0, Genome-wide linkage scans for type 2 diabetes mellitus in four ethnically diverse populations-significant evidence for linkage on chromosome 4q in African Americans: the Family Investigation of Nephropathy and Diabetes Research Group ,yes,yes,yes,Unknown,,False
30369944,"Genetic Variants Related to Cardiometabolic Traits Are Associated to B Cell Function, Insulin Resistance, and Diabetes Among AmeriCan Indians: The Strong Heart Family Study","Background: Genetic research may inform underlying mechanisms for disparities in the burden of type 2 diabetes mellitus among American Indians. Our objective was to assess the association of genetic variants in cardiometabolic candidate genes with B cell dysfunction via HOMA-B, insulin resistance via HOMA-IR, and type 2 diabetes mellitus in the Strong Heart Family Study (SHFS). Methods and Results: We examined the association of variants, previously associated with cardiometabolic traits (∼200,000 from Illumina Cardio MetaboChip), using mixed models of HOMA-B residuals corrected for HOMA-IR (cHOMA-B), log transformed HOMA-IR, and incident diabetes, adjusted for age, sex, population stratification, and familial relatedness. Center-specific estimates were combined using fixed effect meta-analyses. We used Bonferroni correction to account for multiple testing (P < 4.13 × 10-7). We also assessed the association between variants in candidate diabetes genes with these metabolic traits. We explored the top SNPs in an independent, replication sample from Southwestern Arizona. We identified significant associations with cHOMA-B for common variants at 26 loci of which 8 were novel (PRSS7, FCRL5, PEL1, LRP12, IGLL1, ARHGEF10, PARVA, FLJ16686). The most significant variant association with cHOMA-B was observed on chromosome 5 for an intergenic variant near PARP8 (rs2961831, P = 6.39 × 10-9). In the replication study, we found a signal at rs4607517 near GCK/YKT6 (P = 0.01). Variants near candidate diabetes genes (especially GCK and KCNQ1) were also nominally associated with HOMA-IR and cHOMA-B. Conclusion: We identified variants at novel loci and confirmed those at known candidate diabetes loci associations for cHOMA-B. This study also provided evidence for association of variants at KCNQ2, CTNAA2, and KCNQ1with cHOMA-B among American Indians. Further studies are needed to account for the high heritability of diabetes among the American Indian participants of the SHFS cohort.",,yes,yes,unk,yes,SA,30369944.0," Genetic Variants Related to Cardiometabolic Traits Are Associated to B Cell Function, Insulin Resistance, and Diabetes Among American Indians: The Strong Heart Family Study ",yes,yes,yes,Unknown,,False
18854016,Diabetes-specific genetic effects on obesity traits in American Indian populations: the Strong Heart Family Study,,"Adult, Aged, Arizona, Body Mass Index, Case-Control Studies, Chromosomes, Human, Pair 1, Diabetes Mellitus, Type 2, Female, Genome-Wide Association Study, Genotype, Humans, Indians, North American, Lod Score, Male, Microsatellite Repeats, Middle Aged, North Dakota, Obesity, Oklahoma, Quantitative Trait Loci, Receptors, Adiponectin, South Dakota",yes,yes,unk,yes,SA,18854016.0, Diabetes-specific genetic effects on obesity traits in American Indian populations: the Strong Heart Family Study ,yes,yes,yes,Unknown,,False
24051404,Analysis of Gln223Agr polymorphism of Leptin Receptor Gene in type II diabetic mellitus subjects among Malaysians,"Leptin is known as the adipose peptide hormone. It plays an important role in the regulation of body fat and inhibits food intake by its action. Moreover, it is believed that leptin level deductions might be the cause of obesity and may play an important role in the development of Type 2 Diabetes Mellitus (T2DM), as well as in cardiovascular diseases (CVD). The Leptin Receptor (LEPR) gene and its polymorphisms have not been extensively studied in relation to the T2DM and its complications in various populations. In this study, we have determined the association of Gln223Agr loci of LEPR gene in three ethnic groups of Malaysia, namely: Malays, Chinese and Indians. A total of 284 T2DM subjects and 281 healthy individuals were recruited based on International Diabetes Federation (IDF) criteria. Genomic DNA was extracted from the buccal specimens of the subjects. The commercial polymerase chain reaction (PCR) method was carried out by proper restriction enzyme MSP I to both amplify and digest the Gln223Agr polymorphism. The p-value among the three studied races was 0.057, 0.011 and 0.095, respectively. The values such as age, WHR, FPG, HbA1C, LDL, HDL, Chol and Family History were significantly different among the subjects with Gln223Agr polymorphism of LEPR (p < 0.05).","Adult, Aged, Aged, 80 and over, Alleles, Asian People, Case-Control Studies, Diabetes Mellitus, Type 2, Female, Gene Frequency, Genetic Loci, Genotype, Humans, Malaysia, Male, Middle Aged, Polymorphism, Single Nucleotide, Receptors, Leptin",yes,yes,sa,yes,SA,24051404.0, Analysis of Gln223Agr polymorphism of Leptin Receptor Gene in type II diabetic mellitus subjects among Malaysians ,yes,yes,yes,seap,,False
29470850,Identification and functional analysis of a novel G310D variant in the insulin-like growth factor 1 receptor (IGF1R) gene associated with type 2 diabetes in American Indians,"Insulin-like growth factor 1 receptor (IGF1R) is involved in cell growth and glucose homeostasis. In the current study, the IGF1R locus was analysed as a candidate gene for type 2 diabetes (T2D) in American Indians.Whole genome sequence data from 335 American Indians identified 3 novel missense variants in IGF1R. The associations of IGF1R variants with T2D, age of T2D onset and birth weight were analysed in a population-based sample of 7701 American Indians.A novel glycine-to-aspartic acid substitution (G310D) in IGF1R was identified, which associated with T2D in a sex-specific manner (Psex interactionÂ =Â 0.02). In women, the aspartic acid (D) allele (frequencyÂ =Â 0.034) was associated with increased risk for T2D (nÂ =Â 4292, PÂ =Â 2.0Â Ã—Â 10-5 adjusted for age, birth year, and the first 5 genetic principal components; odds ratio [OR]Â =Â 2.23 [1.54-3.23] per risk allele) and an earlier age of T2D onset (nÂ =Â 4292, PÂ =Â 2Â Ã—Â 10-4 , hazard rate ratioÂ =Â 1.45 [1.20-1.75], Psex interactionÂ =Â 0.05). Female carriers of the D-allele also had lower birth weight (nÂ =Â 1313, Î²Â =Â -163Â g, PÂ =Â .006, Psex interactionÂ =Â 0.008). Among 85 siblings discordant for G310D, carriers of the D-allele had shorter stature as compared with carriers of the G-allele (Î²Â =Â -1.6Â cm, PÂ =Â .001, within family model). The G310D variant was functionally studied in vitro, where the D-allele had a 22% increase (PÂ =Â .0005) in FOXO1-induced transcriptional activity, due to decreased activation of the PI3K/AKT pathway mediated through reduced IGF1R activity.A unique G310D variant in IGF1R, which occurs in 6% American Indians, may impair IGF1R signalling pathways, thereby increasing the risk of T2D.Published 2018. This article is a U.S. Government work and is in the public domain in the USA.","Diabetes Mellitus, Type 2, Female, Follow-Up Studies, Genetic Predisposition to Disease, Humans, Indians, North American, Longitudinal Studies, Male, Middle Aged, Polymorphism, Single Nucleotide, Receptor, IGF Type 1, Receptors, Somatomedin, United States",yes,yes,unk,yes,SA,29470850.0, Identification and functional analysis of a novel G310D variant in the insulin-like growth factor 1 receptor (IGF1R) gene associated with type 2 diabetes in American Indians ,yes,yes,yes,Unknown,,False
20857895,Prevalence of CYP450 gene variations in patients with type 2 diabetes,"Drug degradation in the human organism is driven by detoxification mechanisms that can be affected in their efficiency by genetic mutations. The purpose of this pilot investigation was to investigate whether Type 2 diabetes is associated with mutations in prominent members of the CYP 450 isoenzyme family.Genomic DNA was isolated from EDTA blood samples of 203 Caucasian subjects (101 patients with Type 2 diabetes and 102 non-diabetic subjects, age (mean +/- STD): 49 +/- 16 years) was analyzed. Genomic DNA was isolated from EDTA blood. Mutation analysis for CYP2C8 (*2/*3/*4), CYP2C9 (*2/*3), CYP2C19 (*2/*3), CYP2D6 (*3/*4/*5/*6) and PPARgamma (P12A) was performed by means of real-time PCR methods (Light-Cycler, Roche Diagnostics, Indianapolis, IN, USA).The genotyping revealed the following allele frequency distributions for the two investigated groups: CYP2C8: *2 (type 2 diabetes 3% vs. 1%, n.s.), *3 (16% vs. 3%, n.s.), *4 (15% vs. 2%, p < 0.05), CYP2C9: *2 (20% vs. 24%, n.s.), *3 (22% vs. 21%, n.s.), CYP2C19: *2 (23% s. 33%, n.s.), *3 (0% vs. 0%, n.s.), CYP2D6: *3 (3% vs. 4%, n.s.), *4 (40% vs. 37%, n.s.), *5 (3% vs. 2%, n.s.), *6 (0% vs. 0%, n.s.), PPARgamma P12A (15% vs. 21%, n.s.), i.e. all but one mutation (CYP2C8*4) were found with equal prevalence in the two cohorts.In this pilot investigation, we found an increased prevalence of the CYP2C8*4 mutation in the Type 2 diabetic patient group. This may result in a modification of drug degradation and drug efficacy in these patients and may have an influence, e.g. on the choice of anti-diabetic drugs. However, further trials are necessary in order to confirm our findings.","Cross-Sectional Studies, Cytochrome P-450 Enzyme System, DNA Mutational Analysis, Diabetes Mellitus, Type 2, Female, Gene Frequency, Genetic Predisposition to Disease, Genotype, Humans, Male, Middle Aged, PPAR gamma, Pilot Projects, Polymorphism, Genetic",yes,yes,we,yes,SA,20857895.0, Prevalence of CYP450 gene variations in patients with type 2 diabetes ,yes,yes,yes,cee,,False
24101674,A genome-wide association study in American Indians implicates DNER as a susceptibility locus for type 2 diabetes,"Most genetic variants associated with type 2 diabetes mellitus (T2DM) have been identified through genome-wide association studies (GWASs) in Europeans. The current study reports a GWAS for young-onset T2DM in American Indians. Participants were selected from a longitudinal study conducted in Pima Indians and included 278 cases with diabetes with onset before 25 years of age, 295 nondiabetic controls ≥45 years of age, and 267 siblings of cases or controls. Individuals were genotyped on a ∼1M single nucleotide polymorphism (SNP) array, resulting in 453,654 SNPs with minor allele frequency >0.05. SNPs were analyzed for association in cases and controls, and a family-based association test was conducted. Tag SNPs (n = 311) were selected for 499 SNPs associated with diabetes (P < 0.0005 in case-control analyses or P < 0.0003 in family-based analyses), and these SNPs were genotyped in up to 6,834 additional Pima Indians to assess replication. Rs1861612 in DNER was associated with T2DM (odds ratio = 1.29 per copy of the T allele; P = 6.6 × 10(-8), which represents genome-wide significance accounting for the number of effectively independent SNPs analyzed). Transfection studies in murine pancreatic β-cells suggested that DNER regulates expression of notch signaling pathway genes. These studies implicate DNER as a susceptibility gene for T2DM in American Indians.","Adolescent, Adult, Aged, Alleles, Diabetes Mellitus, Type 2, Female, Gene Frequency, Genetic Predisposition to Disease, Genome-Wide Association Study, Genotype, Humans, Indians, North American, Male, Middle Aged, Nerve Tissue Proteins, Polymorphism, Single Nucleotide, Receptors, Cell Surface",yes,yes,sa,yes,SA,24101674.0, A genome-wide association study in American Indians implicates DNER as a susceptibility locus for type 2 diabetes ,yes,yes,yes,Unknown,,False
12589429,The interleukin-6 (-174) G/C promoter polymorphism is associated with type-2 diabetes mellitus in Native Americans and Caucasians,,"Adult, Aged, Alleles, Asian People, Case-Control Studies, Cytosine, Diabetes Mellitus, Type 2, Female, Genotype, Guanine, Hispanic or Latino, Humans, Indians, North American, Interleukin-6, Male, Middle Aged, Polymerase Chain Reaction, Polymorphism, Genetic, Polymorphism, Restriction Fragment Length, Promoter Regions, Genetic, White People",yes,yes,"na, we",yes,SA,12589429.0, The interleukin-6 (-174) G/C promoter polymorphism is associated with type-2 diabetes mellitus in Native Americans and Caucasians ,yes,yes,yes,Unknown,,False
22434276,A combination of metabolomics and metallomics studies of urine and serum from hypercholesterolaemic rats after berberine injection,"Berberine, long used as a remedy in China and India for intestinal infections, has been discovered in recent years in western countries and is now being used to treat ailments ranging from urinary tract infections to diabetes and obesity. In order to study the effect of berberine more deeply, a combined metabolomic and metallomic approach was developed in this study using the hypercholesterolaemic rat model, which involved the use of proton nuclear magnetic resonance for the analysis of rat urine to achieve metabolic fingerprinting and inductively coupled plasma mass spectrometry for the analysis of rat blood serum to achieve metallomic fingerprinting. The results obtained indicated that major metabolic processes like Krebs cycle, cholesterol metabolism and osmoregulation in hypercholesterolaemic rats are perturbed upon berberine injection. In addition, the changes of some elements, such as V, Mn, Na and K, revealed in the metallomic study may contribute to the search of new biomarkers for hypercholesterolaemic disease. We concluded that both the metabolomic and metallomic profiles of berberine-treated hypercholesterolaemic rats were different from those of the control group and that the selected metabolites and elements could probably be applied as potential biomarkers for the understanding of the effect of berberine on biochemical process in the animal model. Such a multi-analytical approach will potentially provide an information-rich platform for the elucidation of effects of xenobiotics and drug efficacy studies.","Animals, Berberine, Coptis, Hypercholesterolemia, Magnetic Resonance Spectroscopy, Mass Spectrometry, Metabolome, Metabolomics, Metals, Rats, Rats, Sprague-Dawley",no,no,sa,yes,SA,22434276.0, A combination of metabolomics and metallomics studies of urine and serum from hypercholesterolaemic rats after berberine injection ,yes,no,no,Unknown,,False
35796441,Antiapoptotic and antioxidative efficacy of rhizomes of Curcuma amada on the management of diabetes-induced male infertility in albino rat: An effective fraction selection study,"Men with diabetes have negative effects on reproduction that causes sexual dysfunction. Medicinal plants are non-toxic and much safer than synthetic drugs because regular use of synthetic drugs shows long-term side effects. Curcuma amada (Roxb) is a medicinal plant used in Ayurveda and Unani medicinal systems in India. The goal of this study is to rummage the potential efficiency of the most potent solvent fraction of effective extract of hydro-methanol 60:40 of C. amada rhizome on male gonadal hypofunction in streptozotocin-induced diabetic rat. Diabetes-induced testicular hypofunction was evaluated by glycemic, spermiological, biochemical, genomic, flow cytometric, and histology of testicular tissue. The n-hexane, chloroform, ethyl-acetate, and n-butanol solvent fractions of the said extract were administrated for 4â€‰weeks at 10Â mg dose/100â€‰g body weight/day. Among all the used fractions, the ethyl-acetate solvent fraction-treated group showed maximum recovery in serum insulin (177.42%), sperm count (92.84%), sperm motility (97.15%), and serum testosterone (164.33%). The diabetic rats treated with ethyl-acetate solvent fraction also exhibited the maximum resettlement in flow cytometric analysis of sperm viability (55.84%) and sperm mitochondrial integrity (149.79%), gene expression patterns of key markers for androgenesis (Î”5, 3Î²-HSD 87.50%, and 17Î²-HSD 74.66%) and apoptosis (Bax 44.63%, Bcl-2 54.03%, and Caspase-3 35.77%) along with testicular histology. The ethyl-acetate fraction contains alkaloids, flavonoids, and polyphenols where all of these components are not present in other fractions, may be the most effective cause for the recovery of diabetes-linked oxidative stress-mediated testicular hypofunctions. PRACTICAL APPLICATIONS: Nowadays worldwide, the use of synthetic drugs are reduced due to their toxic effect. At present, synthetic drugs are replaced by several herbal drugs, the natural source of medicine which has many therapeutic values. C. amada has strong antioxidant activity due to the presence of bio-active compound(s) that can able to manage streptozotocin-induced diabetes linked to oxidative damage of male gonadal organs. Therefore, these bio-active compound(s)-containing said medicinal plant may use as a good source of antioxidative food in the food industry as nutraceuticals and in pharmaceutical industries for the development of the herbal drug to manage diabetes-linked male gonadal hypofunctions. At present, WHO also gives emphasis for developing one drug-multi-disease therapy. From such a viewpoint, this active fraction-containing phytomolecules may have corrective efficacy against diabetes as well as oxidative stress-linked testicular complications.Â© 2022 Wiley Periodicals LLC.","1-Butanol, Acetates, Animals, Antioxidants, Apoptosis, Caspase 3, Chloroform, Curcuma, Diabetes Mellitus, Experimental, Flavonoids, Humans, Infertility, Male, Insulins, Male, Methanol, Plant Extracts, Proto-Oncogene Proteins c-bcl-2, Rats, Rhizome, Solvents, Sperm Motility, Streptozocin, Synthetic Drugs, Testosterone, bcl-2-Associated X Protein",no,yes,sa,yes,SA,35796441.0, Antiapoptotic and antioxidative efficacy of rhizomes of Curcuma amada on the management of diabetes-induced male infertility in albino rat: An effective fraction selection study ,no,yes,yes,Unknown,,False
